LAT,LON,YEAR,MO,DY,T2MWET,TS,QV2M
51.48831,-0.18689,2000,01,01,    6.48,    6.47,    5.95
51.48831,-0.18689,2000,01,02,    7.23,    7.52,    6.27
51.48831,-0.18689,2000,01,03,    7.98,    8.38,    6.67
51.48831,-0.18689,2000,01,04,    3.27,    3.48,    4.83
51.48831,-0.18689,2000,01,05,    5.99,    6.45,    5.85
51.48831,-0.18689,2000,01,06,    7.08,    7.29,    6.29
51.48831,-0.18689,2000,01,07,    5.87,    6.69,    5.75
51.48831,-0.18689,2000,01,08,    5.43,    6.11,    5.60
51.48831,-0.18689,2000,01,09,    1.75,    1.82,    4.24
51.48831,-0.18689,2000,01,10,    2.26,    2.94,    4.40
51.48831,-0.18689,2000,01,11,    6.09,    6.58,    5.73
51.48831,-0.18689,2000,01,12,    4.31,    5.66,    5.12
51.48831,-0.18689,2000,01,13,    2.34,    3.44,    4.50
51.48831,-0.18689,2000,01,14,    1.77,    2.83,    4.28
51.48831,-0.18689,2000,01,15,    2.54,    3.34,    4.46
51.48831,-0.18689,2000,01,16,    0.94,    1.99,    3.96
51.48831,-0.18689,2000,01,17,    2.09,    2.82,    4.32
51.48831,-0.18689,2000,01,18,    3.92,    4.71,    4.93
51.48831,-0.18689,2000,01,19,    3.20,    3.43,    4.67
51.48831,-0.18689,2000,01,20,    1.38,    1.81,    4.11
51.48831,-0.18689,2000,01,21,    2.36,    3.02,    4.42
51.48831,-0.18689,2000,01,22,    2.17,    3.39,    4.42
51.48831,-0.18689,2000,01,23,    0.94,    2.24,    4.02
51.48831,-0.18689,2000,01,24,    0.43,    1.44,    3.87
51.48831,-0.18689,2000,01,25,   -1.05,    0.04,    3.45
51.48831,-0.18689,2000,01,26,   -1.18,   -0.29,    3.41
51.48831,-0.18689,2000,01,27,   -1.43,   -0.27,    3.35
51.48831,-0.18689,2000,01,28,    2.63,    3.16,    4.62
51.48831,-0.18689,2000,01,29,    8.36,    8.94,    6.91
51.48831,-0.18689,2000,01,30,    8.72,    9.38,    6.99
51.48831,-0.18689,2000,01,31,    7.98,    8.75,    6.60
51.48831,-0.18689,2000,02,01,    7.50,    8.02,    6.43
51.48831,-0.18689,2000,02,02,    4.82,    6.27,    5.34
51.48831,-0.18689,2000,02,03,    4.85,    5.62,    5.27
51.48831,-0.18689,2000,02,04,    7.20,    7.70,    6.19
51.48831,-0.18689,2000,02,05,    5.92,    7.31,    5.70
51.48831,-0.18689,2000,02,06,    8.20,    8.77,    6.74
51.48831,-0.18689,2000,02,07,    5.90,    6.52,    5.81
51.48831,-0.18689,2000,02,08,    5.32,    7.34,    5.69
51.48831,-0.18689,2000,02,09,    3.60,    6.02,    4.88
51.48831,-0.18689,2000,02,10,    3.37,    5.05,    4.90
51.48831,-0.18689,2000,02,11,    3.06,    4.08,    4.69
51.48831,-0.18689,2000,02,12,    4.25,    6.12,    5.13
51.48831,-0.18689,2000,02,13,    2.66,    4.36,    4.60
51.48831,-0.18689,2000,02,14,    4.77,    4.09,    5.39
51.48831,-0.18689,2000,02,15,    4.18,    5.48,    5.13
51.48831,-0.18689,2000,02,16,    1.23,    3.68,    4.19
51.48831,-0.18689,2000,02,17,    2.43,    4.62,    4.56
51.48831,-0.18689,2000,02,18,    5.85,    7.60,    5.82
51.48831,-0.18689,2000,02,19,    2.76,    4.51,    4.64
51.48831,-0.18689,2000,02,20,    0.08,    3.06,    3.76
51.48831,-0.18689,2000,02,21,    2.83,    4.21,    4.62
51.48831,-0.18689,2000,02,22,    2.30,    3.63,    4.48
51.48831,-0.18689,2000,02,23,    7.45,    7.86,    6.38
51.48831,-0.18689,2000,02,24,    6.91,    8.27,    6.18
51.48831,-0.18689,2000,02,25,    1.70,    4.63,    4.24
51.48831,-0.18689,2000,02,26,    2.97,    4.93,    4.68
51.48831,-0.18689,2000,02,27,    7.83,    8.62,    6.57
51.48831,-0.18689,2000,02,28,    4.99,    6.62,    5.47
51.48831,-0.18689,2000,02,29,    5.62,    6.64,    5.73
51.48831,-0.18689,2000,03,01,    2.24,    4.40,    4.48
51.48831,-0.18689,2000,03,02,    4.80,    5.57,    5.42
51.48831,-0.18689,2000,03,03,    4.64,    7.25,    5.41
51.48831,-0.18689,2000,03,04,   -1.43,    2.29,    3.37
51.48831,-0.18689,2000,03,05,    1.73,    3.51,    4.23
51.48831,-0.18689,2000,03,06,    5.97,    6.84,    5.78
51.48831,-0.18689,2000,03,07,    8.08,    9.27,    6.64
51.48831,-0.18689,2000,03,08,    9.54,   10.66,    7.35
51.48831,-0.18689,2000,03,09,    8.27,    9.91,    6.70
51.48831,-0.18689,2000,03,10,    7.50,    8.50,    6.36
51.48831,-0.18689,2000,03,11,    6.05,    8.52,    5.78
51.48831,-0.18689,2000,03,12,    5.06,    6.97,    5.38
51.48831,-0.18689,2000,03,13,    7.96,    8.61,    6.61
51.48831,-0.18689,2000,03,14,    5.89,    7.92,    5.76
51.48831,-0.18689,2000,03,15,    3.02,    6.45,    4.65
51.48831,-0.18689,2000,03,16,    5.47,    7.27,    5.49
51.48831,-0.18689,2000,03,17,    5.71,    7.75,    5.58
51.48831,-0.18689,2000,03,18,    4.15,    6.81,    5.02
51.48831,-0.18689,2000,03,19,    2.71,    5.55,    4.51
51.48831,-0.18689,2000,03,20,    4.63,    5.87,    5.22
51.48831,-0.18689,2000,03,21,    4.52,    6.40,    5.19
51.48831,-0.18689,2000,03,22,    5.31,    8.56,    5.54
51.48831,-0.18689,2000,03,23,    7.03,    8.73,    6.27
51.48831,-0.18689,2000,03,24,    6.93,    8.74,    6.24
51.48831,-0.18689,2000,03,25,    4.62,    6.33,    5.30
51.48831,-0.18689,2000,03,26,    2.62,    5.66,    4.60
51.48831,-0.18689,2000,03,27,    2.54,    5.23,    4.55
51.48831,-0.18689,2000,03,28,    1.89,    5.04,    4.32
51.48831,-0.18689,2000,03,29,    4.01,    5.99,    5.04
51.48831,-0.18689,2000,03,30,    4.27,    6.41,    5.14
51.48831,-0.18689,2000,03,31,    2.37,    6.08,    4.53
51.48831,-0.18689,2000,04,01,    5.21,    7.21,    5.59
51.48831,-0.18689,2000,04,02,    6.69,    8.78,    6.19
51.48831,-0.18689,2000,04,03,    6.83,    8.09,    6.35
51.48831,-0.18689,2000,04,04,    1.12,    2.98,    4.18
51.48831,-0.18689,2000,04,05,    0.80,    4.71,    4.00
51.48831,-0.18689,2000,04,06,    1.34,    4.72,    4.12
51.48831,-0.18689,2000,04,07,    3.92,    7.32,    4.93
51.48831,-0.18689,2000,04,08,    4.05,    8.47,    5.03
51.48831,-0.18689,2000,04,09,    4.53,    8.13,    5.24
51.48831,-0.18689,2000,04,10,    1.85,    6.60,    4.34
51.48831,-0.18689,2000,04,11,    3.64,    4.59,    5.03
51.48831,-0.18689,2000,04,12,    2.68,    4.45,    4.73
51.48831,-0.18689,2000,04,13,    3.29,    5.44,    4.91
51.48831,-0.18689,2000,04,14,    3.26,    6.63,    4.86
51.48831,-0.18689,2000,04,15,    3.48,    4.96,    4.97
51.48831,-0.18689,2000,04,16,    3.90,    6.84,    5.14
51.48831,-0.18689,2000,04,17,    5.80,    7.93,    5.83
51.48831,-0.18689,2000,04,18,    7.76,    8.62,    6.64
51.48831,-0.18689,2000,04,19,    7.13,   10.49,    6.33
51.48831,-0.18689,2000,04,20,   10.24,   11.08,    7.82
51.48831,-0.18689,2000,04,21,    8.48,   10.66,    6.90
51.48831,-0.18689,2000,04,22,    9.18,   11.18,    7.26
51.48831,-0.18689,2000,04,23,    7.24,   10.11,    6.34
51.48831,-0.18689,2000,04,24,    7.25,   10.29,    6.35
51.48831,-0.18689,2000,04,25,    9.57,   11.70,    7.46
51.48831,-0.18689,2000,04,26,    8.55,   10.73,    6.97
51.48831,-0.18689,2000,04,27,    8.26,   10.91,    6.81
51.48831,-0.18689,2000,04,28,    9.93,   10.81,    7.66
51.48831,-0.18689,2000,04,29,    8.36,   11.65,    6.82
51.48831,-0.18689,2000,04,30,    8.29,   10.43,    6.74
51.48831,-0.18689,2000,05,01,    7.95,   11.00,    6.57
51.48831,-0.18689,2000,05,02,    7.52,   11.02,    6.37
51.48831,-0.18689,2000,05,03,    7.28,    9.52,    6.27
51.48831,-0.18689,2000,05,04,    7.47,    9.99,    6.38
51.48831,-0.18689,2000,05,05,    9.30,   12.22,    7.33
51.48831,-0.18689,2000,05,06,   12.70,   14.97,    9.24
51.48831,-0.18689,2000,05,07,   12.87,   15.22,    9.26
51.48831,-0.18689,2000,05,08,   12.21,   14.88,    8.87
51.48831,-0.18689,2000,05,09,   13.52,   15.64,    9.65
51.48831,-0.18689,2000,05,10,   12.32,   14.86,    8.89
51.48831,-0.18689,2000,05,11,   10.57,   12.93,    7.93
51.48831,-0.18689,2000,05,12,   11.73,   13.84,    8.58
51.48831,-0.18689,2000,05,13,   12.83,   15.71,    9.15
51.48831,-0.18689,2000,05,14,   14.07,   16.54,    9.94
51.48831,-0.18689,2000,05,15,   14.25,   17.29,   10.11
51.48831,-0.18689,2000,05,16,   11.48,   15.22,    8.49
51.48831,-0.18689,2000,05,17,    7.64,   11.62,    6.53
51.48831,-0.18689,2000,05,18,    7.47,   10.78,    6.46
51.48831,-0.18689,2000,05,19,    6.63,   10.14,    6.09
51.48831,-0.18689,2000,05,20,    6.81,   11.48,    6.15
51.48831,-0.18689,2000,05,21,    8.48,   10.60,    6.92
51.48831,-0.18689,2000,05,22,    9.17,   12.43,    7.22
51.48831,-0.18689,2000,05,23,   11.20,   12.43,    8.27
51.48831,-0.18689,2000,05,24,    8.98,   12.59,    7.14
51.48831,-0.18689,2000,05,25,    7.41,   11.57,    6.42
51.48831,-0.18689,2000,05,26,    9.90,   11.27,    7.65
51.48831,-0.18689,2000,05,27,    6.61,   10.13,    6.11
51.48831,-0.18689,2000,05,28,    6.59,    9.97,    6.12
51.48831,-0.18689,2000,05,29,    6.97,   11.23,    6.22
51.48831,-0.18689,2000,05,30,    7.66,   10.49,    6.52
51.48831,-0.18689,2000,05,31,    7.84,   11.86,    6.57
51.48831,-0.18689,2000,06,01,   12.20,   14.07,    8.82
51.48831,-0.18689,2000,06,02,   11.80,   14.41,    8.59
51.48831,-0.18689,2000,06,03,   13.10,   16.42,    9.38
51.48831,-0.18689,2000,06,04,   10.86,   14.35,    8.05
51.48831,-0.18689,2000,06,05,   10.81,   12.27,    8.01
51.48831,-0.18689,2000,06,06,    9.54,   12.91,    7.35
51.48831,-0.18689,2000,06,07,    9.08,   14.03,    7.10
51.48831,-0.18689,2000,06,08,   11.40,   14.71,    8.39
51.48831,-0.18689,2000,06,09,   13.65,   15.21,    9.81
51.48831,-0.18689,2000,06,10,    8.80,   13.81,    7.01
51.48831,-0.18689,2000,06,11,   10.20,   14.41,    7.69
51.48831,-0.18689,2000,06,12,   13.67,   16.61,    9.71
51.48831,-0.18689,2000,06,13,   13.74,   16.57,    9.69
51.48831,-0.18689,2000,06,14,   13.82,   16.32,    9.74
51.48831,-0.18689,2000,06,15,   13.19,   16.07,    9.33
51.48831,-0.18689,2000,06,16,   13.71,   17.09,    9.64
51.48831,-0.18689,2000,06,17,   13.24,   17.19,    9.35
51.48831,-0.18689,2000,06,18,   13.90,   18.43,    9.82
51.48831,-0.18689,2000,06,19,   16.13,   19.75,   11.42
51.48831,-0.18689,2000,06,20,   15.32,   17.67,   10.90
51.48831,-0.18689,2000,06,21,   12.28,   15.56,    8.92
51.48831,-0.18689,2000,06,22,   11.15,   14.53,    8.26
51.48831,-0.18689,2000,06,23,   10.81,   14.16,    8.05
51.48831,-0.18689,2000,06,24,    8.83,   12.64,    7.02
51.48831,-0.18689,2000,06,25,    9.33,   13.80,    7.25
51.48831,-0.18689,2000,06,26,   10.91,   13.51,    8.02
51.48831,-0.18689,2000,06,27,   10.91,   15.31,    8.03
51.48831,-0.18689,2000,06,28,   11.91,   15.89,    8.61
51.48831,-0.18689,2000,06,29,   13.16,   16.01,    9.36
51.48831,-0.18689,2000,06,30,   13.49,   15.75,    9.62
51.48831,-0.18689,2000,07,01,   13.73,   16.69,    9.82
51.48831,-0.18689,2000,07,02,   13.38,   16.05,    9.58
51.48831,-0.18689,2000,07,03,   13.33,   17.36,    9.56
51.48831,-0.18689,2000,07,04,   14.19,   16.40,   10.13
51.48831,-0.18689,2000,07,05,   13.41,   15.37,    9.57
51.48831,-0.18689,2000,07,06,   13.55,   16.52,    9.61
51.48831,-0.18689,2000,07,07,   10.84,   14.42,    8.05
51.48831,-0.18689,2000,07,08,   10.94,   14.48,    8.11
51.48831,-0.18689,2000,07,09,   12.97,   15.47,    9.45
51.48831,-0.18689,2000,07,10,   10.70,   13.47,    8.16
51.48831,-0.18689,2000,07,11,    7.20,   12.55,    6.36
51.48831,-0.18689,2000,07,12,   10.29,   13.77,    7.84
51.48831,-0.18689,2000,07,13,   12.64,   15.42,    9.12
51.48831,-0.18689,2000,07,14,   10.38,   14.16,    7.85
51.48831,-0.18689,2000,07,15,    9.69,   14.03,    7.46
51.48831,-0.18689,2000,07,16,    8.42,   13.71,    6.83
51.48831,-0.18689,2000,07,17,   10.75,   15.71,    7.99
51.48831,-0.18689,2000,07,18,   11.61,   17.13,    8.45
51.48831,-0.18689,2000,07,19,   12.33,   17.76,    8.86
51.48831,-0.18689,2000,07,20,   12.58,   18.17,    8.99
51.48831,-0.18689,2000,07,21,   13.57,   18.20,    9.56
51.48831,-0.18689,2000,07,22,   11.79,   16.19,    8.53
51.48831,-0.18689,2000,07,23,   12.73,   16.31,    9.14
51.48831,-0.18689,2000,07,24,   11.98,   15.47,    8.75
51.48831,-0.18689,2000,07,25,   11.00,   16.33,    8.21
51.48831,-0.18689,2000,07,26,   12.34,   17.20,    8.96
51.48831,-0.18689,2000,07,27,   13.43,   16.50,    9.58
51.48831,-0.18689,2000,07,28,   13.74,   16.93,    9.77
51.48831,-0.18689,2000,07,29,   13.54,   17.68,    9.62
51.48831,-0.18689,2000,07,30,   14.08,   18.49,    9.92
51.48831,-0.18689,2000,07,31,   14.44,   18.80,   10.15
51.48831,-0.18689,2000,08,01,   13.83,   18.82,    9.80
51.48831,-0.18689,2000,08,02,   13.24,   17.07,    9.46
51.48831,-0.18689,2000,08,03,   13.02,   15.86,    9.32
51.48831,-0.18689,2000,08,04,   12.81,   17.32,    9.12
51.48831,-0.18689,2000,08,05,   13.47,   18.39,    9.51
51.48831,-0.18689,2000,08,06,   15.51,   19.29,   10.85
51.48831,-0.18689,2000,08,07,   15.59,   19.13,   10.91
51.48831,-0.18689,2000,08,08,   15.07,   17.89,   10.57
51.48831,-0.18689,2000,08,09,   15.18,   18.39,   10.68
51.48831,-0.18689,2000,08,10,   14.72,   18.98,   10.39
51.48831,-0.18689,2000,08,11,   13.60,   19.01,    9.68
51.48831,-0.18689,2000,08,12,   13.63,   18.79,    9.71
51.48831,-0.18689,2000,08,13,   15.62,   18.61,   11.03
51.48831,-0.18689,2000,08,14,   16.50,   18.85,   11.65
51.48831,-0.18689,2000,08,15,   12.91,   18.31,    9.25
51.48831,-0.18689,2000,08,16,   13.35,   17.50,    9.56
51.48831,-0.18689,2000,08,17,   12.27,   16.93,    8.92
51.48831,-0.18689,2000,08,18,   14.01,   15.49,    9.97
51.48831,-0.18689,2000,08,19,   12.51,   17.12,    9.11
51.48831,-0.18689,2000,08,20,   10.84,   15.99,    8.10
51.48831,-0.18689,2000,08,21,   10.45,   14.77,    7.87
51.48831,-0.18689,2000,08,22,   11.88,   15.78,    8.61
51.48831,-0.18689,2000,08,23,   12.42,   17.02,    8.89
51.48831,-0.18689,2000,08,24,   13.67,   18.59,    9.65
51.48831,-0.18689,2000,08,25,   13.27,   18.79,    9.49
51.48831,-0.18689,2000,08,26,   16.05,   18.03,   11.42
51.48831,-0.18689,2000,08,27,   12.34,   16.69,    8.93
51.48831,-0.18689,2000,08,28,   11.42,   15.27,    8.36
51.48831,-0.18689,2000,08,29,   11.21,   16.28,    8.24
51.48831,-0.18689,2000,08,30,   11.29,   15.74,    8.29
51.48831,-0.18689,2000,08,31,   11.74,   15.36,    8.65
51.48831,-0.18689,2000,09,01,   12.24,   14.49,    8.97
51.48831,-0.18689,2000,09,02,   11.59,   14.97,    8.54
51.48831,-0.18689,2000,09,03,    8.39,   13.89,    6.82
51.48831,-0.18689,2000,09,04,    8.70,   14.12,    6.96
51.48831,-0.18689,2000,09,05,   13.07,   15.59,    9.32
51.48831,-0.18689,2000,09,06,   11.72,   14.74,    8.69
51.48831,-0.18689,2000,09,07,   12.88,   15.45,    9.36
51.48831,-0.18689,2000,09,08,   16.02,   18.25,   11.28
51.48831,-0.18689,2000,09,09,   15.13,   18.16,   10.61
51.48831,-0.18689,2000,09,10,   15.30,   18.62,   10.73
51.48831,-0.18689,2000,09,11,   16.44,   19.39,   11.64
51.48831,-0.18689,2000,09,12,   13.83,   17.58,    9.87
51.48831,-0.18689,2000,09,13,   12.63,   15.50,    9.09
51.48831,-0.18689,2000,09,14,   13.71,   16.39,    9.76
51.48831,-0.18689,2000,09,15,   14.74,   16.30,   10.54
51.48831,-0.18689,2000,09,16,   11.28,   14.54,    8.33
51.48831,-0.18689,2000,09,17,   12.88,   15.11,    9.27
51.48831,-0.18689,2000,09,18,   12.99,   14.52,    9.43
51.48831,-0.18689,2000,09,19,   13.29,   14.02,    9.70
51.48831,-0.18689,2000,09,20,   10.51,   13.33,    7.98
51.48831,-0.18689,2000,09,21,   12.21,   13.42,    8.91
51.48831,-0.18689,2000,09,22,   14.49,   17.10,   10.25
51.48831,-0.18689,2000,09,23,   15.19,   17.42,   10.70
51.48831,-0.18689,2000,09,24,   13.42,   14.60,    9.59
51.48831,-0.18689,2000,09,25,   11.97,   14.29,    8.70
51.48831,-0.18689,2000,09,26,   14.44,   16.33,   10.25
51.48831,-0.18689,2000,09,27,   12.39,   14.18,    8.98
51.48831,-0.18689,2000,09,28,   11.93,   14.33,    8.83
51.48831,-0.18689,2000,09,29,   12.50,   13.88,    9.14
51.48831,-0.18689,2000,09,30,   11.50,   13.22,    8.52
51.48831,-0.18689,2000,10,01,   11.16,   12.69,    8.33
51.48831,-0.18689,2000,10,02,    9.36,   11.77,    7.37
51.48831,-0.18689,2000,10,03,   12.09,   13.35,    8.84
51.48831,-0.18689,2000,10,04,    9.60,   13.28,    7.41
51.48831,-0.18689,2000,10,05,    7.48,   11.10,    6.45
51.48831,-0.18689,2000,10,06,    6.55,   10.59,    5.96
51.48831,-0.18689,2000,10,07,    9.31,   10.48,    7.29
51.48831,-0.18689,2000,10,08,    8.77,   11.62,    7.08
51.48831,-0.18689,2000,10,09,    8.66,    9.85,    7.12
51.48831,-0.18689,2000,10,10,    6.58,    9.41,    6.26
51.48831,-0.18689,2000,10,11,    7.17,    9.71,    6.58
51.48831,-0.18689,2000,10,12,    9.17,   10.62,    7.41
51.48831,-0.18689,2000,10,13,    8.37,    9.20,    6.88
51.48831,-0.18689,2000,10,14,    8.89,    9.18,    7.07
51.48831,-0.18689,2000,10,15,    9.28,   10.28,    7.29
51.48831,-0.18689,2000,10,16,    9.31,   10.21,    7.35
51.48831,-0.18689,2000,10,17,    6.95,    9.86,    6.16
51.48831,-0.18689,2000,10,18,   11.73,   12.42,    8.58
51.48831,-0.18689,2000,10,19,    8.10,    9.52,    6.68
51.48831,-0.18689,2000,10,20,   10.73,   10.90,    8.04
51.48831,-0.18689,2000,10,21,    9.80,   10.60,    7.59
51.48831,-0.18689,2000,10,22,   10.27,   10.72,    7.77
51.48831,-0.18689,2000,10,23,   11.18,   12.44,    8.25
51.48831,-0.18689,2000,10,24,    9.20,   10.99,    7.21
51.48831,-0.18689,2000,10,25,    9.33,   11.84,    7.38
51.48831,-0.18689,2000,10,26,    7.66,    9.85,    6.51
51.48831,-0.18689,2000,10,27,   11.64,   12.19,    8.55
51.48831,-0.18689,2000,10,28,   11.36,   12.49,    8.54
51.48831,-0.18689,2000,10,29,    7.85,   10.21,    6.73
51.48831,-0.18689,2000,10,30,    7.77,   10.36,    6.85
51.48831,-0.18689,2000,10,31,    7.36,    9.68,    6.53
51.48831,-0.18689,2000,11,01,    6.09,    8.11,    5.96
51.48831,-0.18689,2000,11,02,    6.31,    8.04,    6.11
51.48831,-0.18689,2000,11,03,    5.12,    6.96,    5.57
51.48831,-0.18689,2000,11,04,    5.57,    6.72,    5.68
51.48831,-0.18689,2000,11,05,    6.74,    7.84,    6.23
51.48831,-0.18689,2000,11,06,    7.52,    8.18,    6.74
51.48831,-0.18689,2000,11,07,    6.78,    7.54,    6.36
51.48831,-0.18689,2000,11,08,    5.91,    7.09,    5.92
51.48831,-0.18689,2000,11,09,    5.72,    6.93,    5.75
51.48831,-0.18689,2000,11,10,    5.37,    6.89,    5.58
51.48831,-0.18689,2000,11,11,    9.56,   10.36,    7.45
51.48831,-0.18689,2000,11,12,    6.83,    7.62,    6.28
51.48831,-0.18689,2000,11,13,    4.82,    5.74,    5.43
51.48831,-0.18689,2000,11,14,    4.07,    4.63,    5.13
51.48831,-0.18689,2000,11,15,    4.14,    4.89,    5.16
51.48831,-0.18689,2000,11,16,    6.16,    7.13,    5.96
51.48831,-0.18689,2000,11,17,    4.36,    5.47,    5.20
51.48831,-0.18689,2000,11,18,    7.56,    8.09,    6.59
51.48831,-0.18689,2000,11,19,    6.91,    7.80,    6.33
51.48831,-0.18689,2000,11,20,    4.19,    5.29,    5.21
51.48831,-0.18689,2000,11,21,    5.33,    6.18,    5.67
51.48831,-0.18689,2000,11,22,    5.94,    7.32,    5.89
51.48831,-0.18689,2000,11,23,    6.14,    6.36,    5.96
51.48831,-0.18689,2000,11,24,    5.74,    6.43,    5.77
51.48831,-0.18689,2000,11,25,    8.36,    8.91,    6.97
51.48831,-0.18689,2000,11,26,    5.93,    7.20,    5.87
51.48831,-0.18689,2000,11,27,    7.95,    8.16,    6.74
51.48831,-0.18689,2000,11,28,   11.13,   11.24,    8.28
51.48831,-0.18689,2000,11,29,   10.11,   10.24,    7.77
51.48831,-0.18689,2000,11,30,    8.12,    8.52,    6.75
51.48831,-0.18689,2000,12,01,   10.30,   10.50,    7.87
51.48831,-0.18689,2000,12,02,    8.23,    8.18,    6.81
51.48831,-0.18689,2000,12,03,    6.69,    7.51,    6.09
51.48831,-0.18689,2000,12,04,    9.48,    9.98,    7.45
51.48831,-0.18689,2000,12,05,    9.81,   10.19,    7.61
51.48831,-0.18689,2000,12,06,    9.34,    9.60,    7.37
51.48831,-0.18689,2000,12,07,    9.00,    9.05,    7.28
51.48831,-0.18689,2000,12,08,    8.08,    9.06,    6.85
51.48831,-0.18689,2000,12,09,    7.79,    8.23,    6.63
51.48831,-0.18689,2000,12,10,    8.46,    9.08,    6.95
51.48831,-0.18689,2000,12,11,   10.74,   11.10,    8.03
51.48831,-0.18689,2000,12,12,   11.07,   11.42,    8.25
51.48831,-0.18689,2000,12,13,    7.01,    8.27,    6.28
51.48831,-0.18689,2000,12,14,    5.20,    5.86,    5.56
51.48831,-0.18689,2000,12,15,    2.13,    2.91,    4.45
51.48831,-0.18689,2000,12,16,   -0.02,    1.64,    3.79
51.48831,-0.18689,2000,12,17,    2.01,    2.79,    4.39
51.48831,-0.18689,2000,12,18,    5.29,    5.40,    5.56
51.48831,-0.18689,2000,12,19,    7.60,    7.70,    6.48
51.48831,-0.18689,2000,12,20,    7.13,    7.71,    6.28
51.48831,-0.18689,2000,12,21,    6.03,    6.70,    5.80
51.48831,-0.18689,2000,12,22,    4.00,    4.88,    5.05
51.48831,-0.18689,2000,12,23,    3.55,    4.41,    4.94
51.48831,-0.18689,2000,12,24,    4.27,    4.94,    5.23
51.48831,-0.18689,2000,12,25,    0.79,    2.70,    4.10
51.48831,-0.18689,2000,12,26,   -1.37,    0.83,    3.50
51.48831,-0.18689,2000,12,27,   -1.00,    0.21,    3.60
51.48831,-0.18689,2000,12,28,   -1.03,    0.14,    3.59
51.48831,-0.18689,2000,12,29,   -1.25,   -0.09,    3.51
51.48831,-0.18689,2000,12,30,   -1.25,   -0.13,    3.48
51.48831,-0.18689,2000,12,31,   -0.02,    1.35,    3.82
51.48831,-0.18689,2001,01,01,    7.65,    7.55,    6.70
51.48831,-0.18689,2001,01,02,    7.64,    8.02,    6.69
51.48831,-0.18689,2001,01,03,    5.27,    5.81,    5.65
51.48831,-0.18689,2001,01,04,    7.24,    7.50,    6.48
51.48831,-0.18689,2001,01,05,    5.55,    5.86,    5.80
51.48831,-0.18689,2001,01,06,    4.57,    4.91,    5.34
51.48831,-0.18689,2001,01,07,    3.64,    4.08,    4.95
51.48831,-0.18689,2001,01,08,    3.16,    3.51,    4.76
51.48831,-0.18689,2001,01,09,    1.68,    2.30,    4.30
51.48831,-0.18689,2001,01,10,    2.93,    3.87,    4.70
51.48831,-0.18689,2001,01,11,    1.49,    3.26,    4.21
51.48831,-0.18689,2001,01,12,    1.40,    2.96,    4.15
51.48831,-0.18689,2001,01,13,    0.32,    1.42,    3.82
51.48831,-0.18689,2001,01,14,    1.03,    1.94,    4.02
51.48831,-0.18689,2001,01,15,   -1.41,   -0.00,    3.38
51.48831,-0.18689,2001,01,16,   -1.18,   -0.11,    3.46
51.48831,-0.18689,2001,01,17,   -0.12,    0.32,    3.75
51.48831,-0.18689,2001,01,18,   -1.63,   -0.33,    3.34
51.48831,-0.18689,2001,01,19,   -1.88,   -0.76,    3.27
51.48831,-0.18689,2001,01,20,   -1.92,   -0.90,    3.25
51.48831,-0.18689,2001,01,21,    1.99,    1.60,    4.42
51.48831,-0.18689,2001,01,22,    5.18,    4.60,    5.59
51.48831,-0.18689,2001,01,23,    7.19,    7.06,    6.52
51.48831,-0.18689,2001,01,24,    6.06,    6.76,    5.96
51.48831,-0.18689,2001,01,25,    4.76,    5.33,    5.41
51.48831,-0.18689,2001,01,26,    4.12,    4.74,    5.20
51.48831,-0.18689,2001,01,27,    2.19,    2.42,    4.52
51.48831,-0.18689,2001,01,28,    1.07,    1.88,    4.14
51.48831,-0.18689,2001,01,29,    0.57,    1.49,    3.93
51.48831,-0.18689,2001,01,30,    2.59,    2.94,    4.56
51.48831,-0.18689,2001,01,31,    2.69,    3.16,    4.58
51.48831,-0.18689,2001,02,01,    0.18,    1.49,    3.79
51.48831,-0.18689,2001,02,02,    4.42,    4.67,    5.21
51.48831,-0.18689,2001,02,03,    5.47,    5.73,    5.66
51.48831,-0.18689,2001,02,04,    6.79,    6.88,    6.30
51.48831,-0.18689,2001,02,05,    7.61,    7.92,    6.64
51.48831,-0.18689,2001,02,06,    8.00,    8.60,    6.81
51.48831,-0.18689,2001,02,07,    7.25,    7.54,    6.44
51.48831,-0.18689,2001,02,08,    3.07,    3.89,    4.85
51.48831,-0.18689,2001,02,09,    0.50,    1.87,    3.92
51.48831,-0.18689,2001,02,10,    4.33,    4.73,    5.19
51.48831,-0.18689,2001,02,11,    9.36,    9.51,    7.22
51.48831,-0.18689,2001,02,12,    7.43,    7.77,    6.41
51.48831,-0.18689,2001,02,13,    2.72,    4.00,    4.52
51.48831,-0.18689,2001,02,14,    3.03,    3.52,    4.65
51.48831,-0.18689,2001,02,15,    2.81,    3.29,    4.58
51.48831,-0.18689,2001,02,16,    3.55,    4.58,    4.82
51.48831,-0.18689,2001,02,17,    2.14,    3.60,    4.31
51.48831,-0.18689,2001,02,18,    0.92,    2.30,    3.94
51.48831,-0.18689,2001,02,19,    1.42,    2.29,    4.12
51.48831,-0.18689,2001,02,20,    2.67,    4.11,    4.50
51.48831,-0.18689,2001,02,21,    5.95,    6.32,    5.73
51.48831,-0.18689,2001,02,22,    5.25,    5.91,    5.49
51.48831,-0.18689,2001,02,23,    1.82,    3.60,    4.35
51.48831,-0.18689,2001,02,24,   -1.84,    0.82,    3.32
51.48831,-0.18689,2001,02,25,   -2.08,    0.28,    3.24
